id,value,category
1,0.9926617436576635,D
2,0.7761206631548703,C
3,0.1986390110105276,E
4,0.3847770360298455,A
5,0.2798763292375952,C
6,0.7924693059176207,B
7,0.3844108139164746,A
8,0.8428396321833134,D
9,0.8814103342592716,C
10,0.7134469689335674,D
11,0.513649859232828,D
12,0.7563062687404454,A
13,0.6568653299473226,B
14,0.5289794930722564,E
15,0.37986057437956333,A
16,0.14276670245453715,E
17,0.4673503958620131,E
18,0.07891205442138016,D
19,0.18661737185902894,B
20,0.19657412986271083,C
21,0.412071515340358,C
22,0.5566522339358926,B
23,0.48786040442064404,C
24,0.17528215842321515,A
25,0.17455763602629304,C
26,0.08117492869496346,E
27,0.7809605470392853,B
28,0.6273772320710123,C
29,0.8043423302005976,A
30,0.6417678096331656,B
31,0.8586399054620415,B
32,0.4309901241213083,D
33,0.8706145603209734,A
34,0.5992390706669539,A
35,0.4433663892559707,A
36,0.4790679116267711,B
37,0.0288737032096833,C
38,0.7719100948888808,A
39,0.08588495128788054,C
40,0.7977305736858398,B
41,0.6555651521775872,D
42,0.9196683298796415,E
43,0.7389880691189319,C
44,0.7072860463522375,C
45,0.08049957058392465,D
46,0.4546292331069708,B
47,0.34692579600960016,D
48,0.12239917227998376,E
49,0.43248392664827406,A
50,0.9989170033950359,E
51,0.6721375586930662,A
52,0.5111770201474428,B
53,0.4832110407296568,C
54,0.7563048785086721,E
55,0.9531480465084314,A
56,0.39674004539847374,A
57,0.41411111503839493,A
58,0.06028493260964751,D
59,0.8213901452254504,E
60,0.6205573978368193,A
61,0.5773787142243236,A
62,0.12135032378137112,A
63,0.49060158617794514,C
64,0.38079926930367947,D
65,0.5301705510355532,C
66,0.4786981998477131,C
67,0.06394981872290373,A
68,0.4987362779211253,E
69,0.8573010540567338,A
70,0.48149326746352017,D
71,0.16841958742588758,B
72,0.6785873172339052,D
73,0.9397146049886942,E
74,0.27593454951420426,B
75,0.9763408545404673,B
76,0.8600972634740174,D
77,0.04540663328953087,D
78,0.7504436096642166,A
79,0.8767385387327522,C
80,0.12390624219551682,A
81,0.6314594023860991,C
82,0.46634920267388225,E
83,0.8885109729599208,D
84,0.5320804864168167,E
85,0.7373990181367844,C
86,0.9908827787730843,D
87,0.26651054387912154,C
88,0.706069553270936,C
89,0.6451170262880623,A
90,0.8788334743585438,B
91,0.3274455510545522,A
92,0.7051374944858253,D
93,0.4481624548789114,C
94,0.9696074174717069,A
95,0.19358851318247616,B
96,0.9034453716594726,E
97,0.6523840629961342,C
98,0.22444687620736659,A
99,0.9094321513548493,B
100,0.9907744061201811,B
