id,value,category
1,0.32303231162950397,E
2,0.6699694523122162,E
3,0.14175724424421787,B
4,0.341895317658782,C
5,0.0029124915599823,A
6,0.33879144093953073,C
7,0.8825463217217475,E
8,0.7374929001089185,D
9,0.19404913345351815,D
10,0.28226015786640346,A
11,0.5684779291041195,A
12,0.8755803473759443,D
13,0.3001735801808536,C
14,0.869170312769711,E
15,0.15409042011015117,D
16,0.9144320168998092,C
17,0.9439055263064802,C
18,0.449243446579203,A
19,0.14630064461380243,C
20,0.8789755289908499,C
21,0.26478757825680077,D
22,0.9132769729476422,B
23,0.8782028458081186,A
24,0.358424220001325,C
25,0.9980962355621159,D
26,0.4787920673843473,C
27,0.8700672760605812,C
28,0.9400704542640597,C
29,0.9112740871496499,E
30,0.4977210583165288,D
31,0.29708760883659124,A
32,0.5334185145329684,A
33,0.7607519221492112,C
34,0.2921620914712548,C
35,0.6849725886713713,E
36,0.2353400036226958,E
37,0.023717996664345264,C
38,0.8146860753186047,B
39,0.778938356321305,A
40,0.8362328787334263,C
41,0.4066336126998067,E
42,0.13330585113726556,E
43,0.5986224482767284,C
44,0.6420136296655983,E
45,0.8262933720834553,C
46,0.6909576090984046,A
47,0.16682492336258292,C
48,0.545846767257899,A
49,0.023728995118290186,C
50,0.30286120367236435,C
51,0.4366680958773941,C
52,0.4826508245896548,D
53,0.838525814935565,A
54,0.9475660282187164,E
55,0.20677426760084927,C
56,0.25915559311397374,E
57,0.8184193791821599,E
58,0.29967518663033843,C
59,0.07471021823585033,A
60,0.3843898114282638,C
61,0.7115658454131335,D
62,0.5422494162339717,E
63,0.6241477355360985,C
64,0.5908933060709387,E
65,0.039240260142832994,B
66,0.5310672675259411,A
67,0.5910784702282399,B
68,0.9175099292770028,E
69,0.7147912185173482,E
70,0.0678837331943214,B
71,0.11471502808853984,C
72,0.731420642696321,E
73,0.5050699226558208,E
74,0.7391149909235537,B
75,0.45991177670657635,C
76,0.7998472845647484,E
77,0.7278813633602113,D
78,0.21550427237525582,B
79,0.020336955320090055,D
80,0.3079537453595549,C
81,0.46723811398260295,A
82,0.9176065237261355,B
83,0.9374846066348255,A
84,0.4821985687594861,C
85,0.5728003310505301,E
86,0.9917955864220858,B
87,0.615151614882052,A
88,0.6335667371749878,E
89,0.04493177542462945,E
90,0.2791117283049971,D
91,0.3436012470629066,E
92,0.45139026502147317,B
93,0.679486145498231,C
94,0.9230566446203738,B
95,0.28225424280390143,E
96,0.5994616141542792,C
97,0.4947564753238112,E
98,0.553688236977905,C
99,0.8830804149620235,A
100,0.7098972373642027,C
