id,value,category
1,0.8126275814138353,E
2,0.7553491971921176,B
3,0.5206123124808073,A
4,0.19580137124285102,E
5,0.5083083221688867,A
6,4.86631179228425e-4,A
7,0.7379202749580145,E
8,0.3700242538470775,D
9,0.7255814329255372,A
10,0.3844439135864377,E
11,0.5915439028758556,E
12,0.7101089777424932,A
13,0.6942919266875833,B
14,0.5091510340571404,E
15,0.5135217192582786,B
16,0.9116720189340413,B
17,0.4500655164010823,D
18,0.532056936994195,B
19,0.9645831226371229,E
20,0.5372368681710213,C
21,0.5859010885469615,C
22,0.8016275991685688,D
23,0.34424365125596523,D
24,0.3743867326993495,C
25,0.2528400346636772,C
26,0.12890421599149704,E
27,0.9881515931338072,D
28,0.24095799587666988,A
29,0.5373370840679854,D
30,0.32701316359452903,E
31,0.05782169452868402,A
32,0.7244090016465634,C
33,0.18890997651033103,A
34,0.28212203993462026,B
35,0.10695825889706612,B
36,0.686304064001888,B
37,0.7880577992182225,C
38,0.24319810140877962,D
39,0.1488741305656731,B
40,0.3662888102699071,E
41,0.989577567903325,C
42,0.0879333927296102,C
43,0.9566364011261612,C
44,0.717052316525951,C
45,0.4077843602281064,C
46,0.860812840051949,A
47,0.3291876083239913,C
48,0.2895978940650821,B
49,0.1445838815998286,B
50,0.43264694628305733,A
51,0.8614008738659322,C
52,0.6219372700434178,D
53,0.7835165921133012,A
54,0.029305302072316408,B
55,0.22846905142068863,B
56,0.11987818288616836,D
57,0.934262722497806,C
58,0.8591991991270334,D
59,0.34547692886553705,B
60,0.8595152702182531,A
61,0.6668834080919623,A
62,0.998322528321296,A
63,0.4607197477016598,C
64,0.757314793067053,E
65,0.47481222567148507,D
66,0.8090280925389379,A
67,0.4108518499415368,E
68,0.7874394385144114,C
69,0.19980083615519106,C
70,0.06115290359593928,B
71,0.2276314136106521,C
72,0.2392294288147241,A
73,0.01164465001784265,E
74,0.11812121910043061,A
75,0.7003063051961362,C
76,0.381706855725497,A
77,0.2975746928714216,C
78,0.527260564500466,B
79,0.7652191647794098,C
80,0.17831092257983983,D
81,0.07312881480902433,E
82,0.11203505704179406,A
83,0.9428871355485171,D
84,0.16247790842317045,D
85,0.7145999374333769,D
86,0.7346037901006639,B
87,0.1935336587484926,E
88,0.722927518421784,A
89,0.6040788420941681,D
90,0.7705746456049383,A
91,0.7405642422381788,B
92,0.1311435755342245,C
93,0.5964399112854153,D
94,0.07062841206789017,E
95,0.5065166575368494,A
96,0.8243305005598813,C
97,0.870684213237837,A
98,0.7225382805336267,A
99,0.02320277108810842,E
100,0.7216130325105041,D
