id,value,category
1,0.7396878267172724,E
2,0.2191215103957802,E
3,0.6575485828798264,E
4,0.037160069681704044,A
5,0.1231576376594603,B
6,0.27160305925644934,D
7,0.9951676451601088,C
8,0.4132431047037244,E
9,0.22538336808793247,E
10,0.9709149787668139,C
11,0.20723496563732624,D
12,0.5114656635560095,D
13,0.63291996717453,E
14,0.2550160370301455,A
15,0.5900866775773466,B
16,0.8975365660153329,B
17,0.7453800707589835,D
18,0.4826056712772697,A
19,0.15634985314682126,D
20,0.7421154947951436,C
21,0.11500910297036171,B
22,0.03585362294688821,D
23,0.33930394798517227,B
24,0.21596586634404957,C
25,0.9060697148088366,E
26,0.7062733268830925,D
27,0.5765917191747576,D
28,0.7361964229494333,C
29,0.5721326586790383,B
30,0.8009279915131629,A
31,0.23964950279332697,D
32,0.9838198274374008,E
33,0.42097240360453725,A
34,0.3051505582407117,A
35,0.18294841307215393,A
36,0.8411570719908923,B
37,0.27896216535009444,C
38,0.08459560945630074,E
39,0.23593146866187453,C
40,0.3526994287967682,C
41,0.7995053695049137,E
42,0.8655418509151787,A
43,0.7271693956572562,A
44,0.6961284617427737,D
45,0.7525092053692788,C
46,0.45497279334813356,C
47,0.0915327409747988,A
48,0.9635496700648218,A
49,0.41371005261316895,A
50,0.40131462505087256,D
51,0.9630977315828204,B
52,0.11142395786009729,E
53,0.5580913834273815,E
54,0.7377286963164806,D
55,0.982384076109156,C
56,0.6502943485975266,E
57,0.9045513940509409,D
58,0.6536894873715937,A
59,0.12077618413604796,B
60,0.010909912642091513,A
61,0.07119193277321756,A
62,0.4446870812680572,B
63,0.7482737118843943,C
64,0.8762561194598675,E
65,0.7364737708121538,B
66,0.7237439914606512,B
67,0.6713693828787655,C
68,0.2655132468789816,D
69,0.5541518735699356,C
70,0.37270376458764076,C
71,0.8083023086655885,E
72,0.02127090049907565,B
73,0.13735672761686146,B
74,0.7020651060156524,B
75,0.06671023438684642,C
76,0.45502400142140687,B
77,0.8014179277233779,B
78,0.9615820671897382,D
79,0.9510268825106323,D
80,0.30384627426974475,C
81,0.3047200844157487,E
82,0.004163680365309119,B
83,0.5490078721195459,E
84,0.7839172668755054,D
85,0.26920408732257783,E
86,0.2182081863284111,E
87,0.14119421248324215,B
88,0.9747672372031957,A
89,0.03937542834319174,B
90,0.40172370965592563,B
91,0.6981554154772311,A
92,0.9004357603844255,B
93,0.6697040358558297,B
94,0.8525881494861096,A
95,0.049119307193905115,B
96,0.1647823064122349,B
97,0.9473529076203704,E
98,0.1643401060719043,E
99,0.043074947549030185,D
100,0.5089650652371347,C
