id,value,category
1,0.9043383137322962,A
2,0.7254813187755644,B
3,0.178031284827739,E
4,0.5960632783826441,A
5,0.6587385372258723,A
6,0.3307864344678819,E
7,0.09611260099336505,A
8,0.1264761604834348,C
9,0.5705140312202275,E
10,0.4646513001061976,A
11,0.3602545568719506,B
12,0.34056073101237416,E
13,0.6174639409873635,B
14,0.9891099371016026,D
15,0.021677296375855803,C
16,0.40600798395462334,C
17,0.48496482195332646,A
18,0.2904280584771186,B
19,0.42101263417862356,A
20,0.38951373752206564,E
21,0.5504012524615973,D
22,0.6693445343989879,C
23,0.8400492742657661,D
24,0.9365190167445689,E
25,0.9997322682756931,E
26,0.3023039842955768,E
27,7.971655577421188e-5,C
28,0.8846269866917282,A
29,0.03057694435119629,B
30,0.3688644771464169,D
31,0.699395141331479,D
32,0.06836886308155954,B
33,0.46862203255295753,D
34,0.35970465606078506,A
35,0.8785389119293541,D
36,0.8304071500897408,E
37,0.201528106816113,B
38,0.45804045093245804,B
39,0.4225100146140903,A
40,0.11453515058383346,B
41,0.3461104775778949,A
42,0.16845032339915633,D
43,0.43743891967460513,A
44,0.3363506062887609,A
45,0.7927056655753404,B
46,0.1891127652488649,B
47,0.5531389084644616,D
48,0.2870028573088348,A
49,0.5418124871794134,C
50,0.982832289300859,D
51,0.2523828372359276,D
52,0.11279491637833416,C
53,0.11034985980950296,E
54,0.12159367953427136,E
55,0.6998814141843468,D
56,0.6904100908432156,E
57,0.25325425853952765,C
58,0.5494401296600699,B
59,0.3421136154793203,E
60,0.04826889792457223,C
61,0.9968903721310198,B
62,0.20903930603526533,B
63,0.35218658531084657,E
64,0.9674531805794686,A
65,0.7897380315698683,E
66,0.1213333485648036,B
67,0.18676206516101956,B
68,0.7046165093779564,A
69,0.8957227454520762,E
70,0.7300908444449306,A
71,0.9032662974204868,E
72,0.14666685578413308,A
73,0.05341011076234281,B
74,0.9316284852102399,C
75,0.9687715286854655,B
76,0.3866222014185041,C
77,0.09453575103543699,A
78,0.22106500691734254,A
79,0.11200521164573729,E
80,0.8298081341199577,C
81,0.017827723640948534,A
82,0.8485891157761216,A
83,0.4268888735678047,A
84,0.8796406697947532,B
85,0.20252414047718048,E
86,0.814640014898032,A
87,0.3655629251152277,E
88,0.2727581567596644,C
89,0.2845434823539108,A
90,0.1967519810423255,D
91,0.8774324774276465,A
92,0.724896714091301,C
93,0.44957960373722017,D
94,0.020628647413104773,C
95,0.7075598863884807,E
96,0.8695446506608278,A
97,0.6203396029304713,C
98,0.5137105633039027,B
99,0.9742453559301794,E
100,0.683795414166525,D
