id,value,category
1,0.05607747915200889,C
2,0.36629821290262043,D
3,0.8523886615876108,A
4,0.38321754382923245,D
5,0.5884331304114312,E
6,0.043743387795984745,B
7,0.6510076401755214,B
8,0.6893430571071804,E
9,0.4822783721610904,B
10,0.558586485683918,C
11,0.2995368984993547,D
12,0.7253010715357959,C
13,0.5348061721306294,C
14,0.605668468400836,D
15,0.022443594876676798,B
16,0.03846201649866998,E
17,0.14439436397515237,A
18,0.8882659275550395,B
19,0.7107593736145645,B
20,0.39780406607314944,D
21,0.8074455203022808,D
22,0.3687930575106293,E
23,0.2954576048068702,E
24,0.7453431577887386,D
25,0.0611016028560698,A
26,0.36791294417344034,E
27,0.7393369402270764,C
28,0.3498952300287783,D
29,0.9958125851117074,A
30,0.19788387650623918,B
31,0.8436730841640383,D
32,0.22151490580290556,C
33,0.4778706030920148,B
34,0.8028988870792091,C
35,0.4775192104279995,B
36,0.36379258311353624,D
37,0.19817047496326268,E
38,0.5013588985893875,D
39,0.6288899460341781,C
40,0.42068976536393166,B
41,0.5425873415078968,C
42,0.07607207982800901,E
43,0.3187774943653494,B
44,0.00832432578317821,D
45,0.7798962963279337,B
46,0.9081621647346765,D
47,0.2674877345561981,E
48,0.514894942753017,C
49,0.059787989826872945,B
50,0.558923743898049,C
51,0.9948050307575613,C
52,0.64374492270872,D
53,0.03680898924358189,E
54,0.6477122521027923,D
55,0.8543693847022951,D
56,0.8732337325345725,E
57,0.5125339876394719,C
58,0.03633619425818324,D
59,0.935319347307086,D
60,0.91696797311306,E
61,0.8342534457333386,D
62,0.5258119204081595,B
63,0.5373108510393649,D
64,0.23074558144435287,D
65,0.38578262040391564,D
66,0.8576848469674587,E
67,0.11609839810989797,A
68,0.3275008702185005,B
69,0.1855508137959987,B
70,0.14138935832306743,B
71,0.24716907949186862,B
72,0.42274398682639003,D
73,0.27361352904699743,D
74,0.44074009731411934,B
75,0.3973432022612542,D
76,0.6928435217123479,D
77,0.8344006130937487,B
78,0.6327908169478178,B
79,0.2921628647018224,A
80,0.7063689308706671,C
81,0.4482703935354948,E
82,0.47551497514359653,E
83,0.4139777831733227,A
84,0.13912450266070664,C
85,0.4822830182965845,E
86,0.2639194300863892,E
87,0.9773933859542012,D
88,0.513097032206133,D
89,0.29519147193059325,E
90,0.2711207417305559,A
91,0.8105655587278306,D
92,0.7081060749478638,C
93,0.7661588033661246,A
94,0.8283648006618023,D
95,0.3149615558795631,C
96,0.27217524289153516,B
97,0.8497313580010086,C
98,0.28344416804611683,B
99,0.5073244997765869,C
100,0.0873521298635751,D
