id,value,category
1,0.9606018238700926,C
2,0.8251773959491402,A
3,0.2527825536672026,B
4,0.5153862750157714,D
5,0.6324414936825633,D
6,0.06893710047006607,C
7,0.8460373333655298,C
8,0.25665503623895347,A
9,0.3946684675756842,A
10,0.9621566978748888,C
11,0.31726453034207225,A
12,0.4266091934405267,E
13,0.018103974871337414,C
14,0.48813547170720994,D
15,0.8128712922334671,E
16,0.8744281807448715,D
17,0.21470893709920347,B
18,0.7153735395986587,B
19,0.502545851515606,E
20,0.6786516660358757,A
21,0.22588005592115223,A
22,0.34420991013757885,B
23,0.46361807477660477,A
24,0.9031520003918558,E
25,0.01997426967136562,C
26,0.808716235216707,E
27,0.5357777893077582,E
28,0.8104059712495655,B
29,0.05155752459540963,E
30,0.4865406402386725,B
31,0.691560153150931,C
32,0.5490306848660111,E
33,0.43044274882413447,D
34,0.48487119865603745,D
35,0.4029722581617534,B
36,0.8283029089216143,B
37,0.24812429025769234,B
38,0.4999379471410066,A
39,0.44897676771506667,D
40,0.11977752298116684,E
41,0.19791885069571435,B
42,0.12243978679180145,D
43,0.2630482790991664,B
44,0.15157223725691438,B
45,0.7986770141869783,C
46,0.9529852361883968,D
47,0.6124690168071538,A
48,0.36098929098807275,A
49,0.5504605825990438,D
50,0.29582013795152307,C
51,0.4554131452459842,C
52,0.9037790535949171,C
53,0.12501186039298773,B
54,0.9868863271549344,D
55,0.7331427363678813,A
56,0.05041245184838772,B
57,0.9909727671183646,B
58,0.6264750848058611,E
59,0.5003876390401274,A
60,0.20502922730520368,C
61,0.3065461702644825,B
62,0.7501765808556229,E
63,0.3801201090682298,C
64,0.6356544189620763,D
65,0.04404325969517231,D
66,0.28000547643750906,E
67,0.25507777999155223,D
68,0.4582213412504643,A
69,0.815880763111636,C
70,0.04110571229830384,D
71,0.9290882514324039,A
72,0.6427309915889055,C
73,0.5768564462196082,E
74,0.36644915817305446,A
75,0.39025774016045034,E
76,0.34501964575611055,B
77,0.7385991015471518,B
78,0.7775742795784026,C
79,0.4680944560095668,D
80,0.10471463715657592,A
81,0.3244414122309536,A
82,0.038726199651136994,B
83,0.37785272812470794,E
84,0.016200908925384283,B
85,0.33813082007691264,B
86,0.0773511091247201,E
87,0.30024566501379013,D
88,0.5694377638865262,E
89,0.5552315940149128,D
90,0.9421850817743689,B
91,0.9156890925951302,A
92,0.7407836965285242,A
93,0.3767640027217567,B
94,0.851069989381358,A
95,0.7564791806507856,E
96,0.16356642520986497,D
97,0.9691494146827608,D
98,0.6816783540416509,E
99,0.7276283456012607,C
100,0.39366486785002053,D
