id,value,category
1,0.7618082363624126,D
2,0.8634169106371701,E
3,0.8947689759079367,B
4,0.5485655316151679,D
5,0.06272317771799862,E
6,0.865953556727618,B
7,0.9827877574134618,C
8,0.21149859228171408,A
9,0.03342596418224275,D
10,0.805596629390493,D
11,0.5503801188897341,D
12,0.7982201555278152,C
13,0.8274079309776425,A
14,0.6383163263089955,B
15,0.2937487936578691,A
16,0.7535673943348229,C
17,0.36513911723159254,B
18,0.684832445345819,E
19,0.9882587068714201,A
20,0.9016129830852151,E
21,0.26275965524837375,A
22,0.42278784583322704,C
23,0.37031132401898503,B
24,0.4107542126439512,D
25,0.42545033316127956,D
26,0.5741359260864556,D
27,0.9680160256102681,C
28,0.18287120386958122,B
29,0.5623086614068598,E
30,0.12431942485272884,E
31,0.49620683724060655,A
32,0.6521100937388837,E
33,0.5031791208311915,C
34,0.040053219767287374,B
35,0.8724767996463925,E
36,0.5337419961579144,C
37,0.031006600242108107,A
38,0.13978878036141396,A
39,0.19279841054230928,C
40,0.9008600248489529,D
41,0.5902608067262918,D
42,0.03428386035375297,C
43,0.46051372634246945,D
44,0.878759193001315,B
45,0.13094903738237917,A
46,0.26465847552753985,E
47,0.058600762160494924,A
48,0.3368557384237647,A
49,0.7258099790196866,E
50,0.9816548859234899,E
51,0.9403933470603079,E
52,0.4249346947763115,B
53,0.9058358354959637,E
54,0.47961653070524335,C
55,0.15561549318954349,C
56,0.4075469863601029,E
57,0.9655668130144477,A
58,0.14302955870516598,E
59,0.6002041604369879,B
60,0.6630778030958027,E
61,0.45581031404435635,E
62,6.391000933945179e-4,A
63,0.12783189048059285,E
64,0.6674626404419541,C
65,0.6815864990931004,E
66,0.8585031293332577,E
67,0.6324057960882783,D
68,0.25580933527089655,B
69,0.7907199489418417,E
70,0.49696101364679635,C
71,0.8470024163834751,A
72,0.6165383979678154,D
73,0.011459060711786151,D
74,0.31673878291621804,C
75,0.9943866680841893,A
76,0.8041856968775392,E
77,0.5333227249793708,E
78,0.8163964066188782,D
79,0.9213175144977868,D
80,0.2597193263936788,B
81,0.5022248646710068,D
82,0.2941417570691556,C
83,0.8607945912517607,D
84,0.34085030551068485,D
85,0.8189291025046259,C
86,0.29609003430232406,A
87,0.9506437564268708,E
88,0.3347648640628904,B
89,0.009111960418522358,D
90,0.2566864911932498,C
91,0.962562917266041,B
92,0.5113242664374411,A
93,0.4757078527472913,B
94,0.6733267745003104,C
95,0.407610104419291,B
96,0.9907014120835811,D
97,0.025995868491008878,D
98,0.6675750797148794,E
99,0.20398149662651122,E
100,0.1403525471687317,C
