id,value,category
1,0.6497557116672397,B
2,0.38052269048057497,C
3,0.3907793799880892,D
4,0.9865912210661918,C
5,0.7538366047665477,C
6,0.3782070358283818,D
7,0.2376678017899394,C
8,0.4876202263403684,B
9,0.09694553795270622,D
10,0.11438936274498701,E
11,0.01667794748209417,C
12,0.07979815197177231,E
13,0.9049932756461203,E
14,0.38862830004654825,B
15,0.5226158141158521,C
16,0.03135827905498445,E
17,0.661663276841864,B
18,0.01140384771861136,C
19,0.11810496263206005,D
20,0.8793822040315717,D
21,0.983954084571451,B
22,0.3308565919287503,D
23,0.8383612255565822,B
24,0.31763401511125267,A
25,0.7922902328427881,D
26,0.7235298031009734,D
27,0.23794561810791492,D
28,0.7461182500701398,A
29,0.38493845821358263,E
30,0.4978825675789267,A
31,0.2593678766861558,B
32,0.6196926154661924,B
33,0.41460749390535057,D
34,0.9396206543315202,D
35,0.7316937297582626,E
36,0.7728904217947274,E
37,0.233140064869076,C
38,0.7181976998690516,C
39,0.42213280708529055,D
40,0.17761577549390495,B
41,0.09494505333714187,A
42,0.337831923738122,D
43,0.5122586146462709,A
44,0.22285994421690702,B
45,0.12094227131456137,B
46,0.9829840245656669,B
47,0.06092473212629557,B
48,0.8266317101661116,C
49,0.7612445543054491,B
50,0.7515908987261355,D
51,0.94806173094548285,D
52,0.9770930618979037,A
53,0.5212171787861735,E
54,0.5105362774338573,E
55,0.6317212032154202,D
56,0.33950032689608634,B
57,0.7631258338224143,D
58,0.7497837485279888,E
59,0.44191921781748533,A
60,0.9687357584480196,E
61,0.1761778190266341,C
62,0.6828298240434378,C
63,0.11876578885130584,D
64,0.7857034173794091,E
65,0.5905001116916537,E
66,0.9647590816020966,A
67,0.857701433589682,D
68,0.5604507036041468,D
69,0.7442331830970943,A
70,0.4954702570103109,A
71,0.9355373105499893,B
72,0.23083814978599548,E
73,0.7344857642892748,D
74,0.5253390003927052,D
75,0.995871540158987,C
76,0.06006216513924301,D
77,0.8004303611814976,C
78,0.6317977835424244,B
79,0.4822809244506061,D
80,0.05669465311802924,A
81,0.9438142396975309,A
82,0.435051558772102,D
83,0.4055978909600526,D
84,0.04324948415160179,B
85,0.5901609240099788,D
86,0.8928967418614775,B
87,0.9091021993663162,A
88,0.6196880065836012,C
89,0.3389592713210732,D
90,0.9511748212389648,B
91,0.34219489130191505,A
92,0.8281093346886337,A
93,0.40247461455874145,E
94,0.1496340383309871,C
95,0.5483822012320161,D
96,0.540459519950673,E
97,0.20287660136818886,A
98,0.07983478670939803,B
99,0.4545493808109313,B
100,0.5011861531529576,A
