id,value,category
1,0.6517868649680167,C
2,0.4217839604243636,C
3,0.35630317800678313,E
4,0.8939449607860297,A
5,0.5971696516498923,C
6,0.6892844131216407,D
7,0.04273299197666347,D
8,0.29330652905628085,D
9,0.7183522591367364,C
10,0.4620652871672064,D
11,0.26022397354245186,C
12,0.5833348236046731,B
13,0.332974408287555,B
14,0.9525739601813257,D
15,0.6927887604106218,B
16,0.41989415138959885,B
17,0.2186991332564503,A
18,0.740457683801651,B
19,0.2751692405436188,B
20,0.4827379786875099,C
21,0.2717494727112353,B
22,0.7126164820510894,E
23,0.2633843985386193,C
24,0.7824769874569029,A
25,0.8618595660664141,E
26,0.22180508240126073,C
27,0.942178659606725,C
28,0.1642323173582554,A
29,0.7980439940001816,D
30,0.822531171143055,E
31,0.7873263678047806,E
32,0.8713267254643142,D
33,0.9923788136802614,E
34,0.35810266830958426,C
35,0.2650197602342814,D
36,0.34782943106256425,B
37,0.8551154094748199,E
38,0.8297806314658374,C
39,0.08730428828857839,A
40,0.6141185823362321,B
41,0.13408564659766853,D
42,0.1257487814873457,E
43,0.6629722986835986,D
44,0.9778511500917375,E
45,0.3459283553529531,E
46,0.9740027873776853,A
47,0.7278390468563884,A
48,0.30885791103355587,C
49,0.7763486804906279,C
50,0.5986699105706066,C
51,0.04888875992037356,D
52,0.01318467571400106,C
53,0.8500976215582341,A
54,0.6409718138165772,E
55,0.33649793290533125,D
56,0.7696424534078687,E
57,0.5358020928688347,D
58,0.08565755025483668,D
59,0.567739485995844,D
60,0.914152845274657,D
61,0.40682892175391316,D
62,0.0662833577953279,E
63,0.7394128881860524,A
64,0.5711677100043744,E
65,0.19135998701676726,A
66,0.4565981023479253,C
67,0.6986450124531984,A
68,0.3533592764288187,C
69,0.9918540676590055,C
70,0.7999008970800787,D
71,0.8356977035291493,E
72,0.4130572818685323,D
73,0.7543761017732322,A
74,0.08071310957893729,D
75,0.2510569014120847,E
76,0.8562335704918951,A
77,0.3818941726349294,A
78,0.13711638771928847,D
79,0.7957394546829164,C
80,0.625316453166306,D
81,0.9314735590014607,C
82,0.35886678216047585,B
83,0.860701649216935,E
84,0.25603017071262,E
85,0.867770996876061,B
86,0.9717208275105804,B
87,0.8030086208600551,A
88,0.08840356580913067,E
89,0.2669424337800592,B
90,0.8325790483504534,E
91,0.44650827953591943,D
92,0.0728588574565947,A
93,0.46601888188160956,C
94,0.9688153187744319,B
95,0.541857726406306,B
96,0.08458841382525861,B
97,0.5512903514318168,B
98,0.3641190722119063,B
99,0.1294962395913899,E
100,0.683060182724148,D
