id,value,category
1,0.47119227633811533,A
2,0.00468187709338963,E
3,0.5177209458779544,D
4,0.404891244135797,E
5,0.9476861448492855,B
6,0.1901010179426521,B
7,0.708694506669417,A
8,0.09137887950055301,A
9,0.25753078586421907,B
10,0.17501732427626848,E
11,0.17800301779061556,D
12,0.96503163035959,B
13,0.8684563098940998,B
14,0.7824911456555128,C
15,0.18584471032954752,D
16,0.46223065606318414,E
17,0.9236066669691354,E
18,0.3312466621864587,D
19,0.6918867670465261,A
20,0.47082036291249096,C
21,0.5771828906144947,E
22,0.1490229566115886,C
23,0.02985420124605298,B
24,0.6204097557347268,B
25,0.40663138846866786,D
26,0.32448449288494885,E
27,0.1507471997756511,B
28,0.8245313786901534,A
29,0.36754345055669546,A
30,0.2947164950892329,C
31,0.039450902258977294,E
32,0.7857626609038562,C
33,0.5483814983163029,B
34,0.23072345950640738,D
35,0.43517165817320347,C
36,0.31741024926304817,D
37,0.7923377002589405,E
38,0.17415299150161445,B
39,0.8540741309989244,D
40,0.9968219306319952,A
41,0.965131055098027,E
42,0.18342861765995622,A
43,0.4012820334173739,C
44,0.7294448376633227,A
45,0.23391233989968896,B
46,0.1352866340894252,C
47,0.14291373011656106,B
48,0.7214928101748228,A
49,0.2639218815602362,C
50,0.7561245954129845,C
51,0.2920118172187358,A
52,0.9430154103320092,C
53,0.5576312739867717,B
54,0.8796229474246502,C
55,0.38919267943128943,C
56,0.07404601154848933,B
57,0.34452311764471233,D
58,0.5569165921770036,B
59,0.43017566460184753,E
60,0.6734930044040084,E
61,0.2978459973819554,A
62,0.23590498231351376,E
63,0.3702848758548498,C
64,0.6729869951959699,B
65,0.3187547465786338,B
66,0.41459363559260964,E
67,0.9163555386476219,A
68,0.4892816483043134,C
69,0.18728582467883825,D
70,0.2653359090909362,E
71,0.9124106673989445,D
72,0.802674621110782,C
73,0.7505196493584663,A
74,0.03752723825164139,C
75,0.568926359526813,A
76,0.5561144303064793,B
77,0.6520758150145411,C
78,0.4646363924257457,A
79,0.1741062980145216,D
80,0.2081119497306645,C
81,0.1162329027429223,E
82,0.7662328844889998,B
83,0.34119080984964967,D
84,0.3318062180187553,C
85,0.7717449986375868,D
86,0.6748297535814345,A
87,0.2949436616618186,B
88,0.7505903297569603,B
89,0.711911090882495,C
90,0.9954189895652235,D
91,0.5965486392378807,B
92,0.8644387451931834,D
93,0.9898524358868599,B
94,0.029088993789628148,D
95,0.7383675558958203,E
96,0.34006312186829746,D
97,0.2078321217559278,E
98,0.8165532825514674,D
99,0.3647480648942292,A
100,0.41108901146799326,A
