id,value,category
1,0.4101513968780637,C
2,0.3625380848534405,C
3,0.2985139791853726,E
4,0.3160574291832745,B
5,0.28305042046122253,B
6,0.829388924408704,C
7,0.8517435195390135,E
8,0.7305970636662096,D
9,0.15271606179885566,E
10,0.41981021175161004,B
11,0.5841928806621581,D
12,0.7376774162985384,A
13,0.5146506452001631,D
14,0.8328090531285852,B
15,0.20575940795242786,C
16,0.10884928074665368,B
17,0.25219068326987326,C
18,0.8047523845452815,E
19,0.9422316933050752,E
20,0.2767820118460804,B
21,0.5978810752276331,A
22,0.8955679319333285,D
23,0.9833875577896833,B
24,0.531220477540046,A
25,0.9539745445363224,D
26,0.6402809794526547,D
27,0.5561377326957881,E
28,0.3696826866362244,E
29,0.7528102891519666,E
30,0.6425693412311375,C
31,0.3080655869562179,E
32,0.14608473633415997,C
33,0.13158691045828164,C
34,0.6453052235301584,B
35,0.16421715775504708,C
36,0.6210961081087589,B
37,0.39015395008027554,C
38,0.06292260042391717,A
39,0.509300044272095,C
40,0.8457840143237263,A
41,0.7959785058628768,E
42,0.2785281438846141,A
43,0.4585046505089849,B
44,0.07460709242150187,A
45,0.9608527778182179,C
46,0.7168366801925004,D
47,0.6148182014003396,E
48,0.17475785105489194,A
49,0.6672635406721383,E
50,0.8958691565785557,E
51,0.5881686969660223,C
52,0.4158139997161925,E
53,0.23020057077519596,D
54,0.8851559606846422,B
55,0.682716415496543,C
56,0.6002995625603944,D
57,0.4980931298341602,B
58,0.6664178029168397,E
59,0.20191356260329485,D
60,0.8154521030373871,D
61,0.44832905917428434,D
62,0.19307491276413202,A
63,0.012154137948527932,D
64,0.257794959936291,D
65,0.3080901736393571,A
66,0.41724823974072933,A
67,0.5550736519508064,A
68,0.22425420209765434,A
69,0.18452369421720505,D
70,0.8977963435463607,E
71,0.30937567562796175,E
72,0.4890637407079339,B
73,0.2561824033036828,B
74,0.07147394586354494,D
75,0.5132636963389814,E
76,0.013602946884930134,E
77,0.6842418340966105,C
78,0.7647215996403247,E
79,0.8471008238848299,D
80,0.7895179816987365,C
81,0.5698456265963614,B
82,0.7344602944795042,A
83,0.8940151631832123,C
84,0.7336191826034337,B
85,0.37167895399034023,D
86,0.2946096225641668,E
87,0.8778489192482084,C
88,0.6551741710864007,C
89,0.37645964743569493,D
90,0.7291423820424825,D
91,0.41822651168331504,C
92,0.32679151580668986,E
93,0.7213772295508534,E
94,0.6933541460894048,A
95,0.25657610781490803,E
96,0.7470831128302962,A
97,0.9715610013809055,C
98,0.4939260552637279,C
99,0.06603324203751981,D
100,0.27521018241532147,E
