id,value,category
1,0.3595108853187412,B
2,0.6554227082524449,E
3,0.6222248619887978,E
4,0.747076666681096,D
5,0.40882679796777666,E
6,0.2768460961524397,B
7,0.2462055035866797,A
8,0.6706148835364729,D
9,0.5055854904931039,E
10,0.4699895866215229,C
11,0.8016595200169832,A
12,0.6278384509496391,E
13,0.6138827989343554,D
14,0.25681161461398005,D
15,0.4994564591906965,B
16,0.22557068336755037,C
17,0.14202009793370962,E
18,0.03275041515007615,E
19,0.802722780033946,A
20,0.5216614124365151,E
21,0.20555428881198168,A
22,0.4259053170681,A
23,0.8249596380628645,A
24,0.05076398584060371,C
25,0.08393892599269748,E
26,0.0768930627964437,A
27,0.9820548733696342,A
28,0.39296586997807026,D
29,0.059923714492470026,E
30,0.2931286725215614,B
31,0.975815893849358,A
32,0.13737415126524866,B
33,0.3425227291882038,A
34,0.3720177507493645,C
35,0.5636116676032543,B
36,0.0039024341385811567,A
37,0.2518178541213274,C
38,0.6544018241111189,C
39,0.29459083545953035,B
40,0.872413836652413,C
41,0.38250787230208516,E
42,0.4047607472166419,C
43,0.6949687767773867,A
44,0.09032291918992996,A
45,0.6152596464380622,C
46,0.6579881401266903,B
47,0.14156334637664258,B
48,0.9864242835901678,C
49,0.23571306327357888,B
50,0.05955686839297414,A
51,0.7530818616505712,D
52,0.4123048661276698,D
53,0.16393136931583285,B
54,0.7508388012647629,D
55,0.7590753836557269,C
56,0.6099214535206556,A
57,0.26433218154124916,B
58,0.0020766283851116896,A
59,0.4746519005857408,B
60,0.2689848802983761,A
61,0.7977742224466056,B
62,0.12417586101219058,D
63,0.8386641673278064,D
64,0.43856642744503915,D
65,0.1148241893388331,B
66,0.17884675320237875,C
67,0.024560384918004274,C
68,0.8723531167488545,D
69,0.7832948951981962,C
70,0.9518344330135733,A
71,0.15246499353088439,A
72,0.9450743542984128,C
73,0.04380505019798875,B
74,0.5657932886388153,C
75,0.43485509557649493,B
76,0.25103311287239194,A
77,0.1738695597741753,D
78,0.21773001039400697,D
79,0.4200451972428709,E
80,0.596118753310293,D
81,0.27893603895790875,D
82,0.0040240304078906775,C
83,0.5642651861999184,A
84,0.5224992698058486,C
85,0.6233880897052586,A
86,0.06909010326489806,A
87,0.6103374876547605,B
88,0.6139421362895519,E
89,0.21198942954652011,B
90,0.9470032865647227,E
91,0.7335064939688891,A
92,0.42572960490360856,C
93,0.17924164701253176,A
94,0.660569878295064,E
95,0.8904040816705674,C
96,0.9637990894261748,E
97,0.5689567225053906,A
98,0.8718261907342821,A
99,0.21428620931692421,C
100,0.21491668443195522,D
