id,value,category
1,0.9501712226774544,C
2,0.6062369630672038,D
3,0.23685202724300325,E
4,0.45788892498239875,A
5,0.26838196511380374,B
6,0.4332015966065228,C
7,0.4141029380261898,A
8,0.928504227893427,E
9,0.01739045395515859,D
10,0.3007378524634987,B
11,0.29173184535466135,C
12,0.41372440103441477,B
13,0.033565515419468284,E
14,0.505354322725907,A
15,0.02107960917055607,C
16,0.37437683809548616,A
17,0.3446948796045035,A
18,0.18657523626461625,D
19,0.0878366818651557,C
20,0.8559143533930182,E
21,0.20798953110352159,C
22,0.1695881919004023,D
23,0.028790325159206986,B
24,0.5952953994274139,D
25,0.053060033824294806,B
26,0.10122773400507867,D
27,0.47552697360515594,C
28,0.4097089064307511,C
29,0.3525999588891864,E
30,0.1133504316676408,A
31,0.0415869599673897,E
32,0.950151460012421,C
33,0.2414545356296003,C
34,0.6661428979132324,E
35,0.02464492293074727,B
36,0.12838658154942095,B
37,0.5543012889102101,D
38,0.06190011417493224,A
39,0.41207678336650133,B
40,0.5661278571933508,D
41,0.1068903289269656,A
42,0.8271645358763635,B
43,0.5190381784923375,D
44,0.55530236242339015,E
45,0.933699817629531,D
46,0.7853390208911151,A
47,0.7461344019975513,B
48,0.2708058273419738,D
49,0.08767869486473501,D
50,0.07541756192222238,E
51,0.08298566471785307,A
52,0.7848003145772964,C
53,0.9918092349544168,C
54,0.5990246366709471,C
55,0.3517497256398201,B
56,0.0791761027649045,E
57,0.7161367922089994,A
58,0.8196921541821212,E
59,0.629187437472865,A
60,0.14878557925112545,E
61,0.16459123836830258,B
62,0.6750714245717973,E
63,0.7264506467618048,C
64,0.17805995186790824,E
65,0.6278595076873899,D
66,0.006225175689905882,D
67,0.6457808448467404,C
68,0.39400496101006866,D
69,0.7193014011718333,D
70,0.660733271157369,D
71,0.9743405939079821,A
72,0.6738115095067769,A
73,0.44002687209285796,A
74,0.019617636688053608,D
75,0.9789831631351262,A
76,0.051240544533357024,B
77,0.5270285601727664,B
78,0.8095990580040962,E
79,0.7179142211098224,D
80,0.6380037129856646,A
81,0.24479652475565672,B
82,0.8239233014173806,B
83,0.395431145792827,A
84,0.7321495714131743,A
85,0.5636245831847191,B
86,0.35378417070023715,A
87,0.8100899667479098,A
88,0.519917449215427,A
89,0.4003688027150929,A
90,0.8789937968831509,E
91,0.5979789162520319,B
92,0.6042935082223266,D
93,0.8580599024426192,E
94,0.82569854776375,C
95,0.5086074972059578,E
96,0.46999530866742134,D
97,0.40116015169769526,B
98,0.5859627421014011,A
99,0.48388084839098155,E
100,0.7276518677826971,A
